Experiment,ExperimentName,Rotation,Gender,Order,Subject,AgeInMonths,AgeinYears,RunningOrder_List,CorrectResponse,ResponseCode,Response,ResponseRT,DisplayQuestion1.RTTime,Multi,Item,NewItem,Operation,Procedure,QuestionText,Position,Referent,Running
1,RyanMaths_Order4M_A,4,M,A,41,112,9,3,8{SPACE},1,8{SPACE},25125,308725,Referent,13,37,Addition,QuestionProc,You have 3 stickers and Jack has 5 stickers. How many stickers do they have altogether?,First,Self,MultiRefQuestions
1,RyanMaths_Order4M_A,4,M,A,41,112,9,6,9{SPACE},1,9{SPACE},8362,422674,Referent,14,38,Addition,QuestionProc,You had 5 grapes and Rachel gave you 4 more. How many grapes do you have now?,First,Self,MultiRefQuestions
1,RyanMaths_Order4M_A,4,M,A,41,112,9,19,11{SPACE},1,11{SPACE},11225,644732,Referent,15,39,Addition,QuestionProc,"You brought 4 toys to school, and Joe brought 7 more. How many toys were brought altogether? ",First,Self,MultiRefQuestions
1,RyanMaths_Order4M_A,4,M,A,41,112,9,18,14{SPACE},1,14{SPACE},16535,633480,Referent,16,40,Addition,QuestionProc,Eva has 5 pictures and you have 9 pictures. How many pictures are there in total?,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order4M_A,4,M,A,41,112,9,13,15{SPACE},1,15{SPACE},25083,569241,Referent,17,41,Addition,QuestionProc,Nathan has 7 cartoons and you gave him 8 more. How many cartoons does Nathan have now?,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order4M_A,4,M,A,41,112,9,2,11{SPACE},1,11{SPACE},16402,283572,Referent,18,42,Addition,QuestionProc,"Rose bought 5 bags for the trip, and you bought 6 more. How many bags were bought in total?",NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order4M_A,4,M,A,41,112,9,1,6{SPACE},1,6{SPACE},22019,267143,Referent,19,43,Subtraction,QuestionProc,"You had 14 apples. You gave some apples to Angus, and had 8 left. How many apples did you give away?",First,Self,MultiRefQuestions
1,RyanMaths_Order4M_A,4,M,A,41,112,9,10,2{SPACE},1,2{SPACE},11999,487130,Referent,20,44,Subtraction,QuestionProc,You had 6 pencils but Jessica took 4 of them. How many pencils do you have now?,First,Self,MultiRefQuestions
1,RyanMaths_Order4M_A,4,M,A,41,112,9,9,7{SPACE},1,7{SPACE},29379,475103,Referent,21,45,Subtraction,QuestionProc,You have 12 games. Murray has 5 fewer games than you. How many games does Murray have?,First,Self,MultiRefQuestions
1,RyanMaths_Order4M_A,4,M,A,41,112,9,22,7{SPACE},1,7{SPACE},15243,695228,Referent,22,46,Subtraction,QuestionProc,"Ashleigh had 10 sweets. She gave some to you, then had 3 sweets left. How many sweets did she give away?",NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order4M_A,4,M,A,41,112,9,11,2{SPACE},1,2{SPACE},18911,506069,Referent,23,47,Subtraction,QuestionProc,Ethan had 8 stickers but you took 6 of them. How many stickers does Ethan have now?,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order4M_A,4,M,A,41,112,9,20,6{SPACE},1,6{SPACE},20634,665395,Referent,24,48,Subtraction,QuestionProc,Fiona has 10 cakes and you have 4 fewer cakes than Fiona. How many cakes do you have? ,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,19,13{SPACE},1,13{SPACE},9268,338268,Object,1,1,Addition,QuestionProc1,You have 4 apples and also have 9 bananas. How many pieces of fruit do you have altogether?,First,Self,MultiObjQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,1,10{SPACE},1,10{SPACE},9640,90527,Object,2,2,Addition,QuestionProc1,"You had 8 pencils, then you got 2 notepads. How many things do you have now?",First,Self,MultiObjQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,18,7{SPACE},1,7{SPACE},9233,328974,Object,3,3,Addition,QuestionProc1,You bought 3 games and 4 songs for the journey. How many things did you buy for the journey?,First,Self,MultiObjQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,7,13{SPACE},1,13{SPACE},12580,191437,Object,4,4,Addition,QuestionProc1,Altogether you have 7 sweets and 6 doughnuts. How many snacks do you have?,NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,5,12{SPACE},1,12{SPACE},8413,161990,Object,5,5,Addition,QuestionProc1,"At the competition, you won 8 stickers and 4 medals. How many prizes did you win altogether? ",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,12,11{SPACE},1,11{SPACE},7547,262374,Object,6,6,Addition,QuestionProc1,"For the party, you bought 2 cakes and 9 cookies. How many snacks did you buy altogether?",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,16,9{SPACE},1,9{SPACE},8997,312368,Object,7,7,Subtraction,QuestionProc1,"You had 12 stickers and cards, but gave 3 away. How many items did you have left?",First,Self,MultiObjQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,4,7{SPACE},0,5{SPACE},18572,153548,Object,8,8,Subtraction,QuestionProc1,"You had 9 fruits altogether, a mix of grapes and oranges. If 2 were grapes, how many were oranges?",First,Self,MultiObjQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,21,5{SPACE},1,5{SPACE},18603,363989,Object,9,9,Subtraction,QuestionProc1,You have 13 toys. You have 8 fewer books than toys. How many books do you have?,First,Self,MultiObjQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,20,3{SPACE},1,3{SPACE},7061,345353,Object,10,10,Subtraction,QuestionProc1,"From the store, you bought 9 pictures and puzzles, but gave away 6. How many items did you have left?",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,8,3{SPACE},1,3{SPACE},23003,214466,Object,11,11,Subtraction,QuestionProc1,"For drinks, you have a mix of 11 cartons and bottles. If 8 are cartons, how many are bottles?",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,10,9{SPACE},1,9{SPACE},19388,243541,Object,12,12,Subtraction,QuestionProc1,"For the collection, you have 15 bags. You have 6 fewer boxes than bags. How many boxes do you have?",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,23,12{SPACE},1,12{SPACE},7071,398420,Object,13,13,Addition,QuestionProc1,Sam has 3 stickers and also has 9 cards. How many items does she have altogether?,First,Other,MultiObjQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,13,9{SPACE},1,9{SPACE},8848,271253,Object,14,14,Addition,QuestionProc1,Sam had 2 grapes then she was given 7 oranges. How many pieces of fruit does she have now?,First,Other,MultiObjQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,2,13{SPACE},1,13{SPACE},20617,111179,Object,15,15,Addition,QuestionProc1,Sam took 8 toys and 5 books to the sleepover. How many things did she take to the sleepover altogether?,First,Other,MultiObjQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,17,9{SPACE},1,9{SPACE},7306,319703,Object,16,16,Addition,QuestionProc1,"Altogether, Sam has 6 pictures and 3 puzzles. How many items does she have?",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,11,11{SPACE},1,11{SPACE},11220,254790,Object,17,17,Addition,QuestionProc1,"First Sam had 8 cartons, then she was given 3 bottles. How many drinks does she have now?",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,15,15{SPACE},1,15{SPACE},16926,303344,Object,18,18,Addition,QuestionProc1,"For the collection, Sam brought 6 bags and 9 boxes. How many items did she bring altogether?",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,9,9{SPACE},1,9{SPACE},9634,224128,Object,19,19,Subtraction,QuestionProc1,Sam had 13 apples and bananas but gave 4 away. How many pieces of fruit did she have left?,First,Other,MultiObjQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,3,2{SPACE},1,2{SPACE},23735,134947,Object,20,20,Subtraction,QuestionProc1,"Sam's 10-item stationery pack included both pencils and notepads. If 8 were pencils, how many were notepads?",First,Other,MultiObjQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,24,4{SPACE},1,4{SPACE},20456,418916,Object,21,21,Subtraction,QuestionProc1,Sam has 7 games. She has 3 fewer songs than games. How many songs does she have?,First,Other,MultiObjQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,6,6{SPACE},1,6{SPACE},16803,178823,Object,22,22,Subtraction,QuestionProc1,"From the bakery, Sam bought 13 sweets and doughnuts, but gave 7 away. How many did she have left?",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,22,4{SPACE},1,4{SPACE},27299,391320,Object,23,23,Subtraction,QuestionProc1,"At the competition, Sam won 12 stickers and medals. If 8 were stickers, how many were medals?",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,14,9{SPACE},1,9{SPACE},15113,286394,Object,24,24,Subtraction,QuestionProc1,"For the party, Sam bought 11 cakes. She bought 2 fewer cookies than cakes. How many cookies did she buy? ",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,4,14{SPACE},1,14{SPACE},15070,503406,Referent,1,25,Addition,QuestionProc,You have 8 apples and John has 6 apples. How many apples are there altogether?,First,Self,MultiRefQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,23,6{SPACE},1,6{SPACE},5947,729190,Referent,2,26,Addition,QuestionProc,You had 4 pencils and Sarah gave you 2 more. How many pencils do you have now?,First,Self,MultiRefQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,9,12{SPACE},1,12{SPACE},12567,562186,Referent,3,27,Addition,QuestionProc,You brought 5 games to the sleepover and Chris brought 7. How many games were brought to the sleepover altogether? ,First,Self,MultiRefQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,10,10{SPACE},1,10{SPACE},5530,567755,Referent,4,28,Addition,QuestionProc,Anna has 3 sweets and you have 7 sweets. How many sweets are there altogether?,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,7,8{SPACE},1,8{SPACE},6135,532290,Referent,5,29,Addition,QuestionProc,David has 6 stickers and you gave him 2 more stickers. How many stickers does David have now?,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,18,10{SPACE},1,10{SPACE},8451,684599,Referent,6,30,Addition,QuestionProc,Beth brought 6 cakes to the party and you brought 4 more. How many cakes were brought to the party?,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,14,5{SPACE},1,5{SPACE},12290,634416,Referent,7,31,Subtraction,QuestionProc,"You had 8 stickers but you gave some to Gareth. If you then had 3 stickers, how many did you give away?",First,Self,MultiRefQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,11,4{SPACE},1,4{SPACE},5045,572832,Referent,8,32,Subtraction,QuestionProc,You had 9 grapes but Zahra took 5. How many grapes do you have now?,First,Self,MultiRefQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,13,7{SPACE},1,7{SPACE},29353,622086,Referent,9,33,Subtraction,QuestionProc,You have 11 toys. Shaun has 4 fewer toys than you. How many does Shaun have?,First,Self,MultiRefQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,2,9{SPACE},1,9{SPACE},57806,481661,Referent,10,34,Subtraction,QuestionProc,"Abbie had 14 pictures but she gave some to you. She then had 5 pictures, how many did she give to you?",NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,15,8{SPACE},1,8{SPACE},13825,648274,Referent,11,35,Subtraction,QuestionProc,Ross had 15 cartons. You took 7 of them. How many cartons does Ross have now?,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,5,5{SPACE},1,5{SPACE},15830,519270,Referent,12,36,Subtraction,QuestionProc,Catherine has 11 bags. You have 6 fewer bags than Catherine. How many bags do you have?,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,21,8{SPACE},1,8{SPACE},6070,709895,Referent,13,37,Addition,QuestionProc,Sam has 3 stickers and Jack has 5 stickers. How many stickers do they have altogether?,First,Other,MultiRefQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,17,9{SPACE},1,9{SPACE},9109,676115,Referent,14,38,Addition,QuestionProc,Sam had 5 grapes and Rachel gave her 4 more. How many grapes does Sam have now?,First,Other,MultiRefQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,24,11{SPACE},1,11{SPACE},13306,742527,Referent,15,39,Addition,QuestionProc,"Sam brought 4 toys to school, and Joe brought 7 more. How many toys were brought altogether? ",First,Other,MultiRefQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,20,14{SPACE},1,14{SPACE},8188,703787,Referent,16,40,Addition,QuestionProc,Eva has 5 pictures and Sam has 9 pictures. How many pictures do they have altogether?,NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,12,15{SPACE},1,15{SPACE},19829,592695,Referent,17,41,Addition,QuestionProc,Nathan has 7 cartoons and Sam gave him 8 more. How many cartoons does Nathan have now?,NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,22,11{SPACE},1,11{SPACE},13297,723217,Referent,18,42,Addition,QuestionProc,"Rose bought 5 bags for the trip, and Sam bought 6 more. How many bags did they buy altogether?",NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,8,6{SPACE},1,6{SPACE},17274,549590,Referent,19,43,Subtraction,QuestionProc,"Sam had 14 apples. She gave some apples to Angus, and had 8 left. How many apples did she give away?",First,Other,MultiRefQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,19,2{SPACE},0,10{SPACE},10940,695564,Referent,20,44,Subtraction,QuestionProc,Sam had 6 pencils but Jessica took 4 of them. How many pencils does Sam have now?,First,Other,MultiRefQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,1,7{SPACE},0,4{SPACE},2763,423821,Referent,21,45,Subtraction,QuestionProc,Sam has 12 games. Murray has 5 fewer games than Sam. How many games does Murray have?,First,Other,MultiRefQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,16,7{SPACE},1,7{SPACE},18663,666967,Referent,22,46,Subtraction,QuestionProc,"Ashleigh had 10 sweets. She gave some to Sam, then had 3 sweets left. How many sweets did she give away?",NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,3,2{SPACE},1,2{SPACE},6619,488310,Referent,23,47,Subtraction,QuestionProc,Ethan had 8 stickers but Sam took 6 of them. How many stickers does Ethan have now?,NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order3M_B,3,M,B,42,99,8,6,6{SPACE},1,6{SPACE},6833,526127,Referent,24,48,Subtraction,QuestionProc,Fiona has 10 cakes and Sam has 4 fewer cakes than Fiona. How many cakes does Sam have? ,NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,17,13{SPACE},0,15{SPACE},10579,531269,Object,1,1,Addition,QuestionProc1,Sam has 4 apples and also has 9 bananas. How many pieces of fruit does he have altogether?,First,Other,MultiObjQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,16,10{SPACE},1,10{SPACE},5179,520662,Object,2,2,Addition,QuestionProc1,"Sam had 8 pencils, then he got 2 notepads. How many things does he have now?",First,Other,MultiObjQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,19,7{SPACE},1,7{SPACE},4307,550177,Object,3,3,Addition,QuestionProc1,Sam bought 3 games and 4 songs for the journey. How many things did he buy for the journey?,First,Other,MultiObjQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,11,13{SPACE},1,13{SPACE},5387,450869,Object,4,4,Addition,QuestionProc1,Altogether Sam has 7 sweets and 6 doughnuts. How many snacks does he have?,NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,18,12{SPACE},0,6{SPACE},14545,545841,Object,5,5,Addition,QuestionProc1,"At the competition, Sam won 8 stickers and 4 medals. How many prizes did he win altogether? ",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,2,11{SPACE},1,11{SPACE},7058,366191,Object,6,6,Addition,QuestionProc1,"For the party, Sam bought 2 cakes and 9 cookies. How many snacks did he buy altogether?",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,10,9{SPACE},1,9{SPACE},5434,445455,Object,7,7,Subtraction,QuestionProc1,"Sam had 12 stickers and cards, but gave 3 away. How many items did he have left?",First,Other,MultiObjQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,21,7{SPACE},0,11{SPACE},15316,571255,Object,8,8,Subtraction,QuestionProc1,"Sam had 9 fruits altogether, a mix of grapes and oranges. If 2 were grapes, how many were oranges?",First,Other,MultiObjQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,7,5{SPACE},1,5{SPACE},9456,416510,Object,9,9,Subtraction,QuestionProc1,Sam had 13 toys. He had 8 fewer books than toys. How many books does he have?,First,Other,MultiObjQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,22,3{SPACE},1,3{SPACE},13531,584813,Object,10,10,Subtraction,QuestionProc1,"From the store, Sam bought 9 pictures and puzzles, but gave away 6. How many items did he have left?",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,23,3{SPACE},0,19{SPACE},15694,600535,Object,11,11,Subtraction,QuestionProc1,"For drinks, Sam has a mix of 11 cartons and bottles. If 8 are cartons, how many are bottles?",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,14,9{SPACE},1,9{SPACE},21227,505007,Object,12,12,Subtraction,QuestionProc1,"For the collection, Sam has 15 bags. He has 6 fewer boxes than bags. How many boxes does he have?",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,8,12{SPACE},1,12{SPACE},6776,423314,Object,13,13,Addition,QuestionProc1,You have 3 stickers and also have 9 cards. How many items do you have altogether?,First,Self,MultiObjQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,3,9{SPACE},1,9{SPACE},8255,374473,Object,14,14,Addition,QuestionProc1,You had 2 grapes then you were given 7 oranges. How many pieces of fruit do you have now?,First,Self,MultiObjQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,5,13{SPACE},1,13{SPACE},15384,402211,Object,15,15,Addition,QuestionProc1,You took 8 toys and 5 books to the sleepover. How many things did you take to the sleepover altogether?,First,Self,MultiObjQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,6,9{SPACE},1,9{SPACE},4788,407026,Object,16,16,Addition,QuestionProc1,"Altogether, you have 6 pictures and 3 puzzles. How many items do you have?",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,12,11{SPACE},1,11{SPACE},9615,460512,Object,17,17,Addition,QuestionProc1,"First you had 8 cartons, then you were given 3 bottles. How many drinks do you have now?",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,24,15{SPACE},1,15{SPACE},11677,612240,Object,18,18,Addition,QuestionProc1,"For the collection, you brought 6 bags and 9 boxes. How many items did you bring altogether?",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,20,9{SPACE},1,9{SPACE},5708,555912,Object,19,19,Subtraction,QuestionProc1,You had 13 apples and bananas but gave 4 away. How many pieces of fruit did you have left?,First,Self,MultiObjQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,9,2{SPACE},0,18{SPACE},16651,439993,Object,20,20,Subtraction,QuestionProc1,"Your 10-item stationery pack included both pencils and notepads. If 8 were pencils, how many were notepads?",First,Self,MultiObjQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,15,4{SPACE},1,4{SPACE},10423,515456,Object,21,21,Subtraction,QuestionProc1,You have 7 games. You have 3 fewer songs than games. How many songs do you have?,First,Self,MultiObjQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,4,6{SPACE},1,6{SPACE},12297,386798,Object,22,22,Subtraction,QuestionProc1,"From the bakery, you bought 13 sweets and doughnuts, but gave 7 away. How many did you have left?",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,13,4{SPACE},1,4{SPACE},23213,483753,Object,23,23,Subtraction,QuestionProc1,"At the competition, you won 12 stickers and medals. If 8 were stickers, how many were medals?",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,1,9{SPACE},1,9{SPACE},19047,359106,Object,24,24,Subtraction,QuestionProc1,"For the party, you bought 11 cakes. You bought 2 fewer cookies than cakes. How many cookies did you buy? ",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,23,14{SPACE},1,14{SPACE},10656,310944,Referent,1,25,Addition,QuestionProc,Sam has 8 apples and John has 6 apples. How many apples are there altogether?,First,Other,MultiRefQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,9,6{SPACE},1,6{SPACE},6899,171660,Referent,2,26,Addition,QuestionProc,Sam had 4 pencils and Sarah gave him 2 more. How many pencils does he have now?,First,Other,MultiRefQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,13,12{SPACE},1,12{SPACE},11444,214225,Referent,3,27,Addition,QuestionProc,Sam brought 5 games to the sleepover and Chris brought 7. How many games were brought to the sleepover altogether? ,First,Other,MultiRefQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,22,10{SPACE},0,1{SPACE},6466,300259,Referent,4,28,Addition,QuestionProc,Anna has 3 sweets and Sam has 7 sweets. How many sweets are there altogether?,NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,11,8{SPACE},1,8{SPACE},5938,189635,Referent,5,29,Addition,QuestionProc,David has 6 stickers and Sam gave him 2 more stickers. How many stickers does David have now?,NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,3,10{SPACE},1,10{SPACE},10757,116354,Referent,6,30,Addition,QuestionProc,Beth brought 6 cakes to the party and Sam brought 4 more. How many cakes were brought to the party?,NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,4,5{SPACE},1,5{SPACE},10112,126497,Referent,7,31,Subtraction,QuestionProc,"Sam had 8 stickers but he gave some to Gareth. If Sam then had 3 stickers, how many did he give away?",First,Other,MultiRefQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,21,4{SPACE},1,4{SPACE},9045,293766,Referent,8,32,Subtraction,QuestionProc,Sam had 9 grapes but Zahra took 5. How many grapes does he have now?,First,Other,MultiRefQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,7,7{SPACE},1,7{SPACE},16601,159681,Referent,9,33,Subtraction,QuestionProc,Sam has 11 toys. Shaun has 4 fewer toys than Sam. How many does Shaun have?,First,Other,MultiRefQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,19,9{SPACE},0,8{SPACE},17233,273276,Referent,10,34,Subtraction,QuestionProc,"Abbie had 14 pictures but she gave some to Sam. She then had 5 pictures, how many did she give to Sam?",NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,20,8{SPACE},1,8{SPACE},11391,284694,Referent,11,35,Subtraction,QuestionProc,Ross had 15 cartons. Sam took 7 of them. How many cartons does Ross have now?,NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,16,5{SPACE},1,5{SPACE},12564,245178,Referent,12,36,Subtraction,QuestionProc,Catherine has 11 bags. Sam has 6 fewer bags than Catherine. How many bags does Sam have?,NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,8,8{SPACE},1,8{SPACE},5025,164734,Referent,13,37,Addition,QuestionProc,You have 3 stickers and Jack has 5 stickers. How many stickers do they have altogether?,First,Self,MultiRefQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,1,9{SPACE},0,7{SPACE},21791,93644,Referent,14,38,Addition,QuestionProc,You had 5 grapes and Rachel gave you 4 more. How many grapes do you have now?,First,Self,MultiRefQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,14,11{SPACE},1,11{SPACE},13289,227541,Referent,15,39,Addition,QuestionProc,"You brought 4 toys to school, and Joe brought 7 more. How many toys were brought altogether? ",First,Self,MultiRefQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,2,14{SPACE},0,12{SPACE},11897,105569,Referent,16,40,Addition,QuestionProc,Eva has 5 pictures and you have 9 pictures. How many pictures are there in total?,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,18,15{SPACE},1,15{SPACE},5826,256015,Referent,17,41,Addition,QuestionProc,Nathan has 7 cartoons and you gave him 8 more. How many cartoons does Nathan have now?,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,6,11{SPACE},1,11{SPACE},7420,143053,Referent,18,42,Addition,QuestionProc,"Rose bought 5 bags for the trip, and you bought 6 more. How many bags were bought in total?",NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,12,6{SPACE},1,6{SPACE},13090,202752,Referent,19,43,Subtraction,QuestionProc,"You had 14 apples. You gave some apples to Angus, and had 8 left. How many apples did you give away?",First,Self,MultiRefQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,15,2{SPACE},1,2{SPACE},5016,232585,Referent,20,44,Subtraction,QuestionProc,You had 6 pencils but Jessica took 4 of them. How many pencils do you have now?,First,Self,MultiRefQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,24,7{SPACE},1,7{SPACE},19632,330604,Referent,21,45,Subtraction,QuestionProc,You have 12 games. Murray has 5 fewer games than you. How many games does Murray have?,First,Self,MultiRefQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,10,7{SPACE},1,7{SPACE},11980,183667,Referent,22,46,Subtraction,QuestionProc,"Ashleigh had 10 sweets. She gave some to you, then had 3 sweets left. How many sweets did she give away?",NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,5,2{SPACE},1,2{SPACE},9079,135603,Referent,23,47,Subtraction,QuestionProc,Ethan had 8 stickers but you took 6 of them. How many stickers does Ethan have now?,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order4F_A,4,F,A,43,107,8,17,6{SPACE},1,6{SPACE},4957,250162,Referent,24,48,Subtraction,QuestionProc,Fiona has 10 cakes and you have 4 fewer cakes than Fiona. How many cakes do you have? ,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order1F_A,1,F,A,44,85,7,4,13{SPACE},1,13{SPACE},10422,142649,Referent,1,1,Addition,QuestionProc,You have 4 apples and John has 9 apples. How many apples are there altogether?,First,Self,MultiRefQuestions
1,RyanMaths_Order1F_A,1,F,A,44,85,7,21,10{SPACE},1,10{SPACE},10569,418420,Referent,2,2,Addition,QuestionProc,You have 8 pencils and Sarah gave you 2 more. How many pencils do you have now?,First,Self,MultiRefQuestions
1,RyanMaths_Order1F_A,1,F,A,44,85,7,15,7{SPACE},1,7{SPACE},10675,344224,Referent,3,3,Addition,QuestionProc,You brought 3 games to the sleepover and Chris brought 4. How many games were brought to the sleepover altogether? ,First,Self,MultiRefQuestions
